Id,SalePrice
1461,119419.12668256088
1462,154160.58505086397
1463,185473.927283017
1464,198264.15068042403
1465,196894.896295149
1466,173381.30880811802
1467,179004.34970449863
1468,164769.682457458
1469,199523.44350244905
1470,119703.539756689
1471,196229.41342097972
1472,94590.02599611062
1473,92606.40097387644
1474,143605.62874950113
1475,113174.36159036639
1476,338484.9142892405
1477,258834.09132791474
1478,273455.0433857726
1479,279144.05187331483
1480,412377.1293205282
1481,343385.9218257567
1482,219344.70939464736
1483,178491.57083938766
1484,163057.18756081144
1485,179858.88516233134
1486,193678.19120317412
1487,349006.81663954176
1488,239070.23393238956
1489,201067.55132328405
1490,242073.598571257
1491,195398.29837415734
1492,93747.69220053033
1493,191398.93682092262
1494,290924.3405887568
1495,289598.3865554281
1496,230498.3091507299
1497,190684.30569275146
1498,170630.821176274
1499,164023.23811234452
1500,154279.135935437
1501,170744.09646140595
1502,144202.5484560922
1503,287741.3406061499
1504,238476.1678343333
1505,226020.6073867015
1506,191553.88894390437
1507,260168.56697982145
1508,213526.66477566498
1509,161967.5913472092
1510,142429.90457365033
1511,155211.9460090952
1512,175133.1999506401
1513,147321.62805749316
1514,149704.66199040957
1515,214243.87294905487
1516,150222.9497970481
1517,174130.5120733529
1518,128066.26389764424
1519,210564.8369530336
1520,131726.59206426798
1521,135522.77741993102
1522,182074.2426984493
1523,112268.22714132351
1524,125242.22899877993
1525,123194.29859270848
1526,112310.78460208428
1527,105966.76045373443
1528,139123.0485649645
1529,149567.0843810832
1530,192029.72259449825
1531,109166.04304782194
1532,93855.34404794764
1533,149326.02660103142
1534,129126.70937747188
1535,151611.29908389965
1536,110296.09302229666
1537,60104.232919479386
1538,140933.09148507906
1539,180335.33640693832
1540,103677.48570797913
1541,140015.43006292603
1542,141113.17821350327
1543,187219.12868077686
1544,86192.47315651752
1545,115793.21215295898
1546,132026.90632119737
1547,129351.61561695603
1548,132795.84261340593
1549,118365.92509412652
1550,131429.10484930174
1551,108097.66705543194
1552,140730.571208944
1553,144228.33250220885
1554,115465.76746253263
1555,167790.4446810717
1556,90477.06670641743
1557,108945.3824263519
1558,100340.44296960249
1559,58329.19440023449
1560,136717.66028843334
1561,125980.37441184132
1562,132800.1343200975
1563,121709.34873400262
1564,166948.9528960426
1565,147133.28150119729
1566,254543.98241508994
1567,76832.14333613026
1568,237658.90867014576
1569,118684.68545840823
1570,139208.68626260772
1571,121977.84415355966
1572,141802.49620235313
1573,258296.92112782516
1574,125572.6731300759
1575,248562.47369974223
1576,253841.0817618359
1577,188762.75136865434
1578,138037.1540353754
1579,152787.96717234488
1580,197818.7360157882
1581,156162.03642975487
1582,126336.69127946555
1583,289896.4497513721
1584,216717.57148563798
1585,138464.03435132792
1586,67071.54301705703
1587,99125.40546711629
1588,157268.1985953884
1589,101902.20351910681
1590,138770.89440504476
1591,94960.67576705114
1592,114076.55740509124
1593,121410.30299104721
1594,123935.87165652608
1595,106583.12393706272
1596,226677.62871042607
1597,196654.55061218515
1598,217315.87090529
1599,168078.22032200394
1600,156631.50178462084
1601,66740.0800226859
1602,116942.46617528469
1603,71087.96346951902
1604,253192.39496756907
1605,239132.15670963807
1606,165563.68599346725
1607,181127.60900809627
1608,220405.27520087344
1609,184017.87894242437
1610,149891.43812739127
1611,139122.47805733638
1612,167705.91025463602
1613,165213.45616354767
1614,127296.11308631167
1615,91337.42187097439
1616,79410.59822759373
1617,92326.36383776332
1618,126838.92290324434
1619,137232.66921697347
1620,153261.52702098232
1621,137536.09490095256
1622,140918.56873661414
1623,260421.61032963058
1624,210860.66539633696
1625,120182.43303965374
1626,166066.22407114808
1627,194790.8410185031
1628,290842.2041283008
1629,177784.57529495153
1630,373854.43512991915
1631,233836.9788920211
1632,239026.82085945577
1633,165740.99869695745
1634,186356.74690615523
1635,175596.77291482053
1636,153408.830324782
1637,206217.8385917654
1638,178475.0816807007
1639,186221.29015387534
1640,264623.3970748021
1641,197733.25316046303
1642,231904.71978711867
1643,211054.15046728431
1644,237171.43423458503
1645,218744.991026113
1646,163525.76582940933
1647,160456.27340853208
1648,126551.87325653776
1649,139449.6092704298
1650,109537.02975206314
1651,125079.20819644589
1652,95165.19821377193
1653,98414.18621723173
1654,138698.44915873912
1655,134848.69851695173
1656,138804.19639644065
1657,141418.50616417124
1658,139045.7634642091
1659,114845.31727743457
1660,156651.75754378698
1661,441053.10481429397
1662,438331.99765429576
1663,387416.357124912
1664,467167.706371952
1665,291775.20028564625
1666,345992.40732537047
1667,417102.89019918034
1668,335536.50512120425
1669,299271.46646056185
1670,336432.9990836132
1671,279297.39838710224
1672,404332.73082554317
1673,297383.4537292629
1674,259373.26898990807
1675,210311.32894743382
1676,208274.38662116966
1677,232694.5026225007
1678,430392.5215429885
1679,377920.9804039775
1680,308747.0513711529
1681,234905.4519418451
1682,312867.50085465505
1683,186754.92083728337
1684,172941.3348281492
1685,177329.04468177113
1686,172196.01822141258
1687,165719.07203885846
1688,187373.14930870774
1689,193316.8147963047
1690,196246.34339968543
1691,181755.95615596135
1692,252781.88561756155
1693,164073.03774026863
1694,183779.48192365933
1695,158018.74318421516
1696,270301.324846623
1697,164871.20658449834
1698,366651.4395112635
1699,323077.1177811833
1700,248088.3482114137
1701,268859.83207577915
1702,241349.9873725364
1703,239414.4572619813
1704,289712.3455299781
1705,235447.24583024444
1706,307172.99717867083
1707,204626.37055411228
1708,207781.96013288418
1709,274167.2620108832
1710,228284.3784760682
1711,267403.76541060273
1712,256290.54369030087
1713,266991.48966348014
1714,230207.6088519858
1715,202345.8178240058
1716,189074.83220024008
1717,175913.77384690702
1718,139651.85309791978
1719,204335.04577308235
1720,242045.00755660213
1721,162442.14577590607
1722,126675.59404873842
1723,157334.77143795326
1724,207305.47023844972
1725,239225.82859018142
1726,187839.80257407483
1727,153086.12605171447
1728,164865.2100863829
1729,159845.34780708118
1730,156764.5023915108
1731,123466.27209094401
1732,128968.10978327451
1733,113612.4993649015
1734,122435.92607320692
1735,123256.63580715771
1736,110722.76587084972
1737,321569.1186329869
1738,255420.9144054487
1739,283214.9527770886
1740,204096.29443531213
1741,196740.07883085258
1742,170934.7449032266
1743,175063.091533224
1744,316841.44087589707
1745,205817.4629043903
1746,188622.1192230525
1747,214778.12535118117
1748,236032.182777054
1749,144781.96312513386
1750,128873.44044953359
1751,262659.8691372007
1752,117194.65247223698
1753,145955.7357135249
1754,206399.9333464933
1755,173522.37721173753
1756,130172.82082093133
1757,119811.0249229056
1758,144339.76224618623
1759,167786.4661961257
1760,160155.3971392983
1761,143939.16493423402
1762,180305.84473876288
1763,184979.77291504253
1764,117235.87604738511
1765,175752.59314441192
1766,199908.1579119253
1767,251284.6269475739
1768,138149.91045765913
1769,177188.58869259688
1770,147818.68308131842
1771,127118.91137469537
1772,136663.6997593859
1773,122869.98563841454
1774,145445.73481121415
1775,146243.42354232093
1776,130355.80689249234
1777,105250.40446808233
1778,140650.77900113855
1779,110393.37143113202
1780,168145.21747478563
1781,125520.89791389152
1782,90657.81464339349
1783,134243.40073688558
1784,105850.77974170545
1785,118202.3467192952
1786,156217.94023930235
1787,164042.9286499644
1788,59687.36002286192
1789,99717.39226847909
1790,74692.21896533278
1791,190426.87361253283
1792,162380.51384353603
1793,137374.05859950595
1794,151882.16047190066
1795,139819.79909285004
1796,123767.39165613023
1797,123983.78623665305
1798,126657.35795175203
1799,112495.37000821554
1800,132940.8505561693
1801,122544.60084402583
1802,132080.91143623187
1803,147540.57611607632
1804,141524.20662361488
1805,137273.7263159318
1806,130078.02231460751
1807,141909.82253872626
1808,112977.25341111938
1809,115716.05758097788
1810,138700.06115340567
1811,94796.34849689515
1812,104891.87139336778
1813,116898.20419150237
1814,91592.57150628485
1815,54866.135597863555
1816,95939.74008540034
1817,103209.12268224888
1818,144607.1639823909
1819,120937.47728407882
1820,52025.85785003127
1821,119023.24902392607
1822,151298.43517407685
1823,41457.05565671521
1824,133549.09685395923
1825,131389.67023794778
1826,105406.8819403418
1827,101305.79190839821
1828,135461.8409416441
1829,127115.85585662657
1830,153123.1252126941
1831,143130.73878886536
1832,68733.65503519253
1833,143877.21089906062
1834,113469.53885079359
1835,117336.63069100506
1836,138623.9007151346
1837,91032.9863442789
1838,123497.37379187273
1839,97931.83143320202
1840,132185.54834777446
1841,141126.4941975539
1842,89454.40124958062
1843,129879.24181522681
1844,142121.11492512788
1845,139856.9482829044
1846,158229.6723011656
1847,171427.00901769602
1848,50114.414649978135
1849,105128.58011830541
1850,117110.08722389731
1851,153119.5801553736
1852,118895.22672331969
1853,121998.07261932771
1854,169149.04763991624
1855,152699.64658264894
1856,216772.884389362
1857,134139.46395976125
1858,133325.76789365744
1859,115291.84928227535
1860,146753.0094072637
1861,114603.05467054204
1862,314530.6876547597
1863,291960.4466966231
1864,292016.1494930565
1865,328312.17336240655
1866,304085.63490536885
1867,239074.481157633
1868,292552.0592054047
1869,212571.66162103318
1870,236794.91226851055
1871,246678.5114484664
1872,176299.5683259506
1873,237694.2220627112
1874,152050.94071262336
1875,201471.45601616395
1876,201010.3879994952
1877,213232.31894839703
1878,209762.9349840732
1879,135961.32717508328
1880,134017.15156902064
1881,258279.39052897407
1882,249384.99000399304
1883,183349.61575144395
1884,202382.85939739156
1885,242128.94756597278
1886,280384.1127229319
1887,216138.48882115737
1888,286840.17443594895
1889,169985.8812245674
1890,120384.98878947516
1891,138000.61158380916
1892,95966.3770334261
1893,133907.33452953203
1894,123282.97698297545
1895,145192.71173960698
1896,125971.72870922195
1897,115819.02328811123
1898,114801.81831129377
1899,151860.97131939774
1900,158127.24005871406
1901,167312.3921034363
1902,160239.7042713125
1903,223292.89012355497
1904,147355.70483820906
1905,198332.5996658838
1906,145712.6383042128
1907,224037.56849041983
1908,108676.46798158051
1909,124684.26061786714
1910,117297.63704582867
1911,218785.68574743072
1912,379623.06734404934
1913,143225.74667849226
1914,59111.32167959817
1915,275593.4527247275
1916,52746.88229568698
1917,250403.5992488588
1918,143921.75818441695
1919,180876.35879410474
1920,158835.22500868037
1921,354939.3337204001
1922,298563.14318222005
1923,238068.3405449604
1924,228903.03011241328
1925,194853.3169091782
1926,347132.3999592303
1927,135954.71822370906
1928,156399.33918443628
1929,132950.30006080304
1930,129122.72340326171
1931,144459.26054718174
1932,138217.61183611513
1933,181821.56249235777
1934,183015.32234859146
1935,169078.39996545351
1936,198386.16110559503
1937,184645.11092004942
1938,171717.47826492926
1939,244919.81262657186
1940,190728.2416142872
1941,175300.68231022946
1942,184931.7833731864
1943,216328.95829869772
1944,347656.077936519
1945,364394.0735226669
1946,109873.00397573253
1947,231062.01946228588
1948,172636.55889914738
1949,236861.073121176
1950,184231.83440560105
1951,258504.01258979956
1952,213012.3496434326
1953,173859.52421679196
1954,188925.14305888745
1955,135609.57215546403
1956,373169.13501132396
1957,158039.94694705642
1958,296881.4664619956
1959,145561.79666366693
1960,115255.26276393865
1961,122859.73332755189
1962,93731.5079635394
1963,103844.87751192649
1964,100669.59596216987
1965,142842.15164764065
1966,134159.7834915561
1967,291785.60568691674
1968,422540.94809161336
1969,378299.22862614534
1970,435138.49256271357
1971,510514.8629164874
1972,378370.7062357032
1973,298095.7185149929
1974,328562.3322875275
1975,504867.94249254686
1976,285848.1676254214
1977,385992.47804041486
1978,378560.4976284799
1979,318331.23739185795
1980,214872.51709099358
1981,331370.00208195037
1982,241817.50272496842
1983,223124.95921461436
1984,176207.26837440606
1985,226579.39980649418
1986,209823.8328782976
1987,188343.56660509037
1988,176100.4860310625
1989,191249.8398672424
1990,208307.02455255997
1991,238187.06803961162
1992,222197.8176140408
1993,163596.42536857884
1994,239913.18554574673
1995,184577.94432288408
1996,247638.29863090688
1997,282921.2066830268
1998,324490.0748347473
1999,264825.0529992453
2000,319937.14186870604
2001,278167.45920744346
2002,244349.81056080834
2003,268391.27396844514
2004,291669.20403455035
2005,228373.29385825037
2006,224611.90349853935
2007,264119.1102019012
2008,218232.64582442457
2009,199007.50806751355
2010,197764.59378820914
2011,147940.1245368866
2012,178664.27960787842
2013,174822.174411131
2014,181640.06323664158
2015,200858.38536801754
2016,185859.2973148875
2017,192324.14668098907
2018,118262.27524232096
2019,132154.66929555658
2020,108879.97196014274
2021,102403.4010041289
2022,188215.23490617244
2023,145893.23967623618
2024,290463.2441489267
2025,356936.2893907312
2026,179344.8113892486
2027,158762.48621694406
2028,154813.9076761689
2029,168053.2081575363
2030,257858.52708524684
2031,223853.2810927446
2032,227812.40111656068
2033,241807.62644760028
2034,164627.26741717895
2035,225496.84574736434
2036,193845.99120852177
2037,202857.27975254622
2038,320007.7439700379
2039,229459.5476143331
2040,283232.0101238627
2041,272320.81051322026
2042,208899.86140125914
2043,188127.96851733243
2044,171799.81807778007
2045,212385.731729643
2046,146928.20397433024
2047,139136.28230082002
2048,140639.41741123796
2049,141922.21010622804
2050,176233.62926015814
2051,101010.82061327239
2052,121364.1927941897
2053,141192.4765087849
2054,93819.39347353671
2055,154831.86926065612
2056,148306.4281040776
2057,111083.82822775628
2058,206349.05349683858
2059,133881.74833066436
2060,174527.8339677083
2061,175659.0965162512
2062,131279.26134508205
2063,117145.25325137067
2064,137138.22511690398
2065,124444.29035939774
2066,167574.62806513367
2067,106583.65031193265
2068,142356.03692814038
2069,87386.06655850419
2070,115547.69203108124
2071,96100.50853612166
2072,151360.25862387987
2073,129353.70825366458
2074,178445.2554668071
2075,150657.536905044
2076,113717.40209657524
2077,157860.04229212026
2078,126203.73215806767
2079,131363.16490836805
2080,117244.09356519736
2081,129394.41359235876
2082,118863.76478354243
2083,148769.27551285495
2084,109655.4891005647
2085,114062.95842137258
2086,119830.0501519877
2087,123727.09333719878
2088,101169.99001325032
2089,79122.73938555412
2090,124896.22270887079
2091,104416.51790346808
2092,119614.92600457261
2093,122174.08162971187
2094,106356.28757243326
2095,148455.3328287902
2096,84437.31220119043
2097,96638.78192873481
2098,153781.31409086494
2099,54641.51934285247
2100,64495.45225399249
2101,113427.9389028411
2102,123739.20345179808
2103,98732.14037135204
2104,151209.96634146114
2105,122291.47604441333
2106,56754.36825203923
2107,198319.60558724275
2108,119037.59464857649
2109,112926.121093646
2110,126395.23110847997
2111,136206.10370348665
2112,140952.212606095
2113,120746.49206358226
2114,119167.768738811
2115,164126.50929699698
2116,116018.29966077014
2117,146872.07372774775
2118,127088.67557515911
2119,116215.20905694002
2120,111752.74346066621
2121,115312.80631899602
2122,115588.68587442157
2123,84534.7651554756
2124,160333.4876416106
2125,126049.54927912737
2126,146478.6548001066
2127,152113.30946389568
2128,131887.42491217624
2129,91084.05201325932
2130,136187.98590658707
2131,145412.96678320956
2132,119383.95435817922
2133,122807.5661938328
2134,118138.9529889462
2135,89567.57477649672
2136,78691.1833813523
2137,105294.06224017251
2138,130147.64000341394
2139,151607.6043986279
2140,140999.34209699818
2141,162212.05179552358
2142,129611.92856352174
2143,147073.35883579258
2144,121293.18242064203
2145,133724.26200529712
2146,175386.0707671104
2147,140410.9545475653
2148,136999.54003642805
2149,155921.64119016868
2150,226142.32984171406
2151,118186.57410298109
2152,178238.14403426656
2153,175897.35141342488
2154,109041.9498114426
2155,137658.49025958366
2156,273752.41331348056
2157,224962.2813900696
2158,236242.568649421
2159,213436.6955382387
2160,176262.95080124075
2161,247010.87290483166
2162,437515.46844990243
2163,306948.9235218258
2164,243660.28877868102
2165,203921.06045145422
2166,158578.22672742672
2167,226844.1159411856
2168,192286.01318656688
2169,195478.6653732349
2170,210213.40529595985
2171,161806.75199142398
2172,133648.89931619074
2173,176024.48712350946
2174,230440.79289160648
2175,289874.32310681057
2176,306163.5063341182
2177,242209.5058474219
2178,211297.5284196472
2179,137838.02577812455
2180,213826.8350930907
2181,196812.1523887905
2182,235537.74426910226
2183,204519.9125590516
2184,120495.38768893415
2185,126411.18940169836
2186,148111.0295255803
2187,156132.57663278794
2188,154967.0674525506
2189,306437.5492063688
2190,79924.41824811231
2191,80587.82930350232
2192,89529.10471419105
2193,105122.85644088924
2194,102129.4700146763
2195,103622.77577854552
2196,97360.51069274588
2197,116452.87448802972
2198,153017.35807176022
2199,173349.29867547244
2200,152058.90577659823
2201,141409.55130407697
2202,201169.53118343613
2203,142469.73336401675
2204,176476.9661570058
2205,118846.96730608205
2206,147881.16802605856
2207,220157.4165041707
2208,262945.365288977
2209,246737.12372017425
2210,118576.19185285147
2211,115124.93837855085
2212,123069.07995724466
2213,107787.69538229471
2214,132180.7200950353
2215,97639.78800143355
2216,153485.0267329961
2217,60016.713682443195
2218,70745.66144536056
2219,66521.92352830336
2220,67228.67418771324
2221,280243.2745554937
2222,260435.7175538984
2223,266002.1800603953
2224,203913.92060368054
2225,113916.82088108649
2226,190105.3736808435
2227,194019.78408644654
2228,271531.18171312794
2229,256452.2002468215
2230,153275.4437432688
2231,216036.974919231
2232,175585.09559866157
2233,185104.47092135224
2234,239336.83184423804
2235,211184.89741803412
2236,267214.03092643677
2237,313486.3332687828
2238,198113.80125549596
2239,117346.67835853294
2240,154006.23883323956
2241,159105.9214329674
2242,130116.01445027819
2243,130884.31434512895
2244,107304.17681688079
2245,103240.17639994326
2246,140970.26626704945
2247,112301.27068625508
2248,122550.1722379407
2249,123973.8272601589
2250,130758.02760298977
2251,97406.67431488165
2252,180774.6229745019
2253,149944.8263368174
2254,173192.8011732555
2255,189855.96966211993
2256,171864.66881071054
2257,210178.47013537155
2258,161336.5823086399
2259,177274.08601940176
2260,154380.9612577387
2261,191795.6446227348
2262,225809.0640540739
2263,365688.11312871607
2264,466879.2486879739
2265,163179.57279596964
2266,295865.8804925719
2267,393236.5410142539
2268,405921.4299906126
2269,151288.5312514174
2270,190727.15403954335
2271,212916.2990750156
2272,190384.28155779094
2273,163778.83844173566
2274,185697.04337685963
2275,157822.69147855102
2276,186792.06644913778
2277,178603.01534775516
2278,149103.72084671824
2279,123509.1919076886
2280,123118.85263641879
2281,166415.87073573278
2282,187302.35909958117
2283,105837.12531398647
2284,105607.9604840803
2285,137654.28737237616
2286,121864.87665735421
2287,356486.92025047564
2288,278408.0200166236
2289,406204.9180838736
2290,477469.9993041404
2291,326652.7757078896
2292,451063.34468213166
2293,460718.8637197183
2294,428320.9511936351
2295,484957.16704048106
2296,303197.9165957359
2297,338293.87241145043
2298,327591.8971828152
2299,387947.69766252756
2300,350060.8371262822
2301,308915.663633338
2302,274286.6479954842
2303,251312.4751100405
2304,261628.28908177596
2305,208350.59733158868
2306,212981.02200839584
2307,216458.90083665657
2308,242254.2350461752
2309,271870.7859969509
2310,221860.2484352571
2311,209453.9791075139
2312,169562.23181301937
2313,173022.60127419833
2314,175942.4950783786
2315,175280.16183428987
2316,198643.0594406986
2317,199793.57577789162
2318,181145.64663840318
2319,183106.87325781616
2320,189196.6222951474
2321,237333.8563513866
2322,188087.81780896705
2323,197140.94701671106
2324,175597.12320366266
2325,214773.44930517097
2326,168285.2791790478
2327,204630.96727695627
2328,223193.54470597612
2329,195941.9867092638
2330,182692.21819468745
2331,375207.9595539698
2332,433256.2112984703
2333,324214.8307549366
2334,255204.44848021117
2335,263875.96289756167
2336,318624.7429728955
2337,201618.24368715193
2338,271450.0033491007
2339,232293.69141111342
2340,382874.0582884689
2341,208142.79602589563
2342,240102.8626375484
2343,241095.56997279765
2344,229230.44593385147
2345,241596.0266024588
2346,217651.58281207993
2347,204523.5715660448
2348,248041.68906691534
2349,175927.87901542016
2350,301532.3573197369
2351,250872.52480194918
2352,273451.46660883044
2353,257758.11635864296
2354,141599.99057063102
2355,147617.31439337626
2356,156929.1559696202
2357,196108.16368817777
2358,194951.65795965164
2359,132674.99721773434
2360,113183.05626186458
2361,141313.99226772547
2362,279285.0492681027
2363,138908.7835140487
2364,157774.44162233363
2365,225076.5532240757
2366,183633.5215815675
2367,217217.89151225676
2368,208939.0805173607
2369,216081.4268282756
2370,167958.2870059901
2371,166930.814999726
2372,189014.35778466094
2373,282702.4687412272
2374,316087.5302843351
2375,252718.58588782762
2376,292268.1269782341
2377,355123.00384576374
2378,142188.03562749465
2379,207283.8533061033
2380,146694.68445256865
2381,174096.5215712947
2382,206821.51261338295
2383,202984.26021258807
2384,246540.50512462668
2385,159560.65734951437
2386,134132.08030553095
2387,135084.56892555655
2388,103093.71048069
2389,123587.51646525763
2390,145328.71085333364
2391,144229.13131829182
2392,112675.02060292846
2393,164849.75888469946
2394,139164.0303634498
2395,211770.87752982505
2396,148948.3002954773
2397,233697.8272434846
2398,128220.15768059359
2399,69308.2289162899
2400,65784.28426647131
2401,121619.26143163323
2402,135372.99411130487
2403,147125.5763251656
2404,152964.42828121965
2405,162933.18171724075
